اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
3883.json,1,1696,732,29.65,81.89,29.65
3885.json,1,1774,804,47.67,54.08,47.67
3889.json,1,1832,1170,61.66,48.69,61.66
3891.json,1,1826,626,38.56,63.59,38.56
3892.json,1,1644,817,50.86,48.39,50.86
3895.json,0,1738,240,26.7,74.08,0.0
3898.json,1,1512,645,43.55,49.53,43.55
3903.json,1,1435,666,36.78,57.13,36.78
3908.json,1,3166,674,43.52,88.23,43.52
3910.json,1,1927,590,42.83,58.76,42.83
3917.json,1,3631,708,56.97,76.16,56.97
3922.json,1,1802,891,44.58,60.41,44.58
3923.json,1,2517,685,41.06,77.98,41.06
3924.json,1,2628,853,36.36,95.73,36.36
3926.json,1,3252,849,47.75,85.89,47.75
3928.json,1,9151,872,56.24,178.23,56.24
3929.json,1,2865,840,47.66,77.74,47.66
3930.json,1,1391,658,54.27,37.75,54.27
3931.json,1,2660,885,46.6,76.08,46.6
3937.json,1,2412,727,47.49,66.1,47.49
3942.json,1,1702,722,47.16,51.4,47.16
3943.json,1,2121,736,45.84,62.32,45.84
3950.json,1,3366,815,44.79,93.34,44.79
3951.json,1,1827,838,43.59,61.14,43.59
3953.json,1,2084,763,53.22,53.5,53.22
3960.json,1,2387,725,55.81,55.76,55.81
3961.json,1,1917,657,57.88,44.47,57.88
3962.json,1,1979,641,47.26,55.44,47.26
3963.json,1,1987,679,45.4,58.72,45.4
3972.json,1,1919,834,59.77,46.06,59.77
3975.json,1,1141,585,70.58,24.45,70.58
3982.json,1,2765,865,58.6,61.95,58.6
3983.json,1,4760,745,40.04,137.49,40.04
3985.json,1,1471,684,31.78,67.81,31.78
3986.json,1,4543,911,56.79,96.04,56.79
3987.json,1,2977,1098,58.85,69.25,58.85
3989.json,1,5524,962,62.13,104.39,62.13
3999.json,1,1419,736,46.04,46.81,46.04
4002.json,1,1976,840,58.25,48.35,58.25
4006.json,1,1420,595,51.09,39.44,51.09
4009.json,1,3363,706,41.16,98.85,41.16
4012.json,1,1262,856,48.17,43.97,48.17
4016.json,1,1552,778,51.0,45.69,51.0
4023.json,1,2058,690,41.07,66.91,41.07
4025.json,1,10363,913,43.88,256.94,43.88
4031.json,1,1949,737,62.47,43.0,62.47
4033.json,1,3167,673,43.78,87.72,43.78
4035.json,1,3932,781,50.24,93.81,50.24
4038.json,1,3548,836,61.73,71.02,61.73
4040.json,1,4587,660,37.6,139.55,37.6
4041.json,1,1750,825,49.8,51.7,49.8
4043.json,1,5072,842,43.82,134.96,43.82
4044.json,1,1368,559,53.85,35.78,53.85
4045.json,1,2216,816,47.08,64.4,47.08
4049.json,1,1609,766,44.05,53.91,44.05
4052.json,1,2952,764,38.2,97.29,38.2
4053.json,1,2381,683,54.87,55.84,54.87
4056.json,1,1010,478,28.03,53.09,28.03
4057.json,1,979,456,23.05,62.25,23.05
4059.json,1,992,490,30.85,48.05,30.85
4060.json,1,2332,670,32.28,92.99,32.28
4062.json,1,1699,695,39.87,60.05,39.87
4063.json,1,979,512,40.57,36.75,40.57
4067.json,1,4466,767,34.23,152.9,34.23
4073.json,1,2086,876,42.93,69.0,42.93
4074.json,1,2124,778,58.07,49.98,58.07
4076.json,1,2088,862,69.79,42.27,69.79
4079.json,1,2418,661,43.44,70.88,43.44
4080.json,1,1838,661,37.1,67.36,37.1
4081.json,1,3089,895,48.53,82.1,48.53
4083.json,1,4295,856,75.22,68.48,75.22
4084.json,1,4373,908,40.29,131.08,40.29
4085.json,1,1118,705,52.53,34.7,52.53
4086.json,1,5309,1020,53.82,117.6,53.82
4087.json,1,3967,888,57.36,84.64,57.36
4088.json,1,4042,840,46.33,105.38,46.33
4089.json,1,3788,712,75.57,59.55,75.57
4090.json,1,3924,723,40.21,115.58,40.21
4092.json,1,3843,764,45.36,101.57,45.36
4093.json,1,2554,778,39.46,84.45,39.46
4094.json,1,3804,691,46.2,97.29,46.2
4095.json,1,3962,763,56.78,83.21,56.78
4096.json,1,2429,892,43.58,76.2,43.58
4097.json,1,1757,710,92.11,26.78,92.11
4099.json,1,2405,800,51.89,61.76,51.89
4104.json,1,2372,814,57.01,55.89,57.01
4105.json,1,1652,696,35.42,66.28,35.42
4109.json,1,1912,727,45.09,58.53,45.09
4111.json,1,1492,719,55.68,39.71,55.68
4112.json,1,1774,685,35.37,69.52,35.37
4115.json,1,2566,885,73.17,47.16,73.17
4117.json,1,979,564,70.5,21.89,70.5
4120.json,1,1889,745,65.62,40.14,65.62
4121.json,1,3246,598,47.25,81.35,47.25
4129.json,1,1194,639,71.26,25.72,71.26
4130.json,1,2524,687,95.24,33.71,95.24
4132.json,1,1997,727,72.76,37.44,72.76
4134.json,1,2500,578,95.33,32.29,95.33
4139.json,1,2776,851,85.16,42.59,85.16
4141.json,1,15961,1043,109.48,155.32,109.48
4145.json,1,2263,791,53.79,56.78,53.79
4147.json,1,2179,790,51.76,57.36,51.76
4148.json,1,2381,847,60.95,52.96,60.95
4149.json,1,871,633,39.02,38.55,39.02
4151.json,1,2363,641,33.71,89.11,33.71
4152.json,1,1874,744,43.2,60.6,43.2
4153.json,1,2276,681,71.68,41.26,71.68
4157.json,1,1809,972,78.98,35.21,78.98
4159.json,1,1836,672,62.69,40.01,62.69
4162.json,1,2221,590,42.54,66.08,42.54
4164.json,1,2237,838,62.24,49.41,62.24
4165.json,1,2214,796,79.62,37.8,79.62
4166.json,1,1499,648,56.41,38.06,56.41
4169.json,1,1935,744,101.78,26.32,101.78
4178.json,1,3235,812,59.3,68.24,59.3
4180.json,1,3508,1082,98.81,46.45,98.81
4182.json,1,2428,800,69.82,46.23,69.82
4183.json,1,1927,887,70.05,40.17,70.05
4184.json,1,1891,901,61.56,45.35,61.56
4185.json,1,2102,853,56.51,52.29,56.51
4187.json,1,1029,448,37.48,39.41,37.48
4188.json,1,2215,936,78.61,40.08,78.61
4190.json,1,1741,713,41.33,59.38,41.33
4191.json,1,1809,754,53.64,47.78,53.64
4193.json,1,5611,818,43.58,147.54,43.58
4195.json,1,1680,664,63.75,36.77,63.75
4197.json,1,2991,1092,48.21,84.68,48.21
4198.json,1,2160,695,85.15,33.53,85.15
4199.json,1,2110,739,33.95,83.92,33.95
4200.json,1,3092,779,54.23,71.38,54.23
4201.json,1,2866,642,38.82,90.35,38.82
4202.json,1,3082,782,47.96,80.57,47.96
4203.json,1,3056,810,60.37,64.04,60.37
4207.json,1,2849,898,71.81,52.18,71.81
4211.json,1,3126,677,45.82,82.99,45.82
4212.json,1,2066,800,69.93,40.99,69.93
4214.json,1,1637,705,95.49,24.53,95.49
4215.json,1,1753,570,98.43,23.6,98.43
4217.json,1,1976,626,114.96,22.63,114.96
4218.json,1,1965,693,82.67,32.15,82.67
4220.json,1,1832,732,118.23,21.69,118.23
4221.json,1,1727,640,51.93,45.58,51.93
4223.json,1,1703,687,35.03,68.23,35.03
4226.json,1,2005,650,63.71,41.68,63.71
4236.json,1,1479,761,59.44,37.69,59.44
4237.json,1,2288,682,47.74,62.21,47.74
4239.json,1,2012,677,81.36,33.05,81.36
4243.json,1,1238,772,63.82,31.5,63.82
4244.json,1,1992,656,39.21,67.54,39.21
4249.json,1,2347,696,79.57,38.24,79.57
4250.json,1,2167,553,98.39,27.64,98.39
4253.json,1,2623,749,126.98,26.56,126.98
4255.json,1,1393,770,108.55,19.93,108.55
4257.json,1,1528,583,84.44,25.0,84.44
4260.json,1,2347,768,98.07,31.76,98.07
4262.json,0,2437,0,127.51,19.11,0.0
4263.json,1,2576,706,104.6,31.38,104.6
4266.json,1,1702,723,121.49,19.96,121.49
4268.json,1,1556,505,74.85,27.53,74.85
4269.json,1,2356,832,78.84,40.44,78.84
4272.json,1,1559,704,40.09,56.44,40.09
4273.json,1,1586,605,54.27,40.37,54.27
4276.json,1,2122,736,49.85,57.33,49.85
4279.json,1,2127,832,67.29,43.98,67.29
4281.json,0,1757,0,0.49,3609.05,0.0
4282.json,1,2299,863,99.71,31.71,99.71
4286.json,1,2328,710,96.2,31.58,96.2
4288.json,1,2068,663,63.64,42.91,63.64
4289.json,1,2166,637,90.67,30.91,90.67
4290.json,1,1566,737,99.11,23.24,99.11
4291.json,0,1545,0,0.67,2313.49,0.0
4292.json,0,1801,0,0.3,6067.62,0.0
4293.json,0,1713,0,0.67,2557.61,0.0
4294.json,1,2593,738,118.95,28.0,118.95
4295.json,0,1319,0,0.53,2502.31,0.0
4298.json,0,1714,0,0.31,5494.55,0.0
4303.json,1,2335,601,110.08,26.67,110.08
4307.json,0,2022,0,1.38,1469.69,0.0
4313.json,0,3640,0,0.37,9833.23,0.0
4320.json,1,1369,568,92.16,21.02,92.16
4326.json,1,1148,508,84.37,19.63,84.37
4329.json,0,2391,0,0.81,2935.56,0.0
4331.json,1,3747,853,160.58,28.65,160.58
4332.json,0,2733,0,0.36,7517.29,0.0
4334.json,0,3334,0,0.45,7384.66,0.0
4335.json,0,2170,0,0.51,4246.6,0.0
4336.json,0,2201,0,0.31,7127.55,0.0
4344.json,1,3148,817,173.74,22.82,173.74
4347.json,0,2561,0,0.75,3404.67,0.0
4351.json,0,4185,0,0.36,11701.2,0.0
4352.json,0,1772,0,0.47,3730.95,0.0
4353.json,0,1855,0,0.52,3601.52,0.0
4355.json,1,1179,578,91.87,19.12,91.87
4356.json,0,1323,0,0.28,4692.69,0.0
4360.json,0,2656,0,0.31,8503.4,0.0
4362.json,0,2551,0,0.34,7400.91,0.0
4365.json,0,2272,0,0.71,3180.49,0.0
4366.json,1,1793,537,94.11,24.76,94.11
4368.json,0,4393,0,0.77,5668.94,0.0
4369.json,0,4229,0,0.35,12067.64,0.0
4370.json,0,3577,0,0.34,10387.5,0.0
4371.json,0,1256,0,0.28,4490.08,0.0
4373.json,0,3706,0,0.32,11538.81,0.0
4375.json,0,2925,0,0.33,8888.38,0.0
4383.json,0,2959,0,0.32,9228.35,0.0
4385.json,0,3246,0,0.32,10084.84,0.0
4386.json,0,2301,0,0.3,7726.72,0.0
4387.json,1,2029,827,132.84,21.5,132.84
4389.json,1,1976,584,66.14,38.7,66.14
4390.json,0,1921,0,1.02,1879.91,0.0
4393.json,0,1940,0,0.27,7070.77,0.0
4395.json,0,2618,0,0.32,8099.57,0.0
4397.json,0,993,0,0.48,2052.08,0.0
4399.json,0,2689,0,0.3,8938.73,0.0
4401.json,0,960,0,0.32,2969.77,0.0
4405.json,0,1499,0,0.28,5412.74,0.0
4407.json,0,1852,0,0.3,6134.86,0.0
4409.json,0,1412,0,0.27,5228.93,0.0
4410.json,0,860,0,0.26,3277.11,0.0
4412.json,0,929,0,0.7,1332.9,0.0
4413.json,0,953,0,0.28,3435.19,0.0
4415.json,0,3584,0,0.31,11586.52,0.0
4416.json,0,1472,0,0.29,5053.11,0.0
4419.json,0,1757,0,0.31,5700.53,0.0
4420.json,0,1723,0,0.67,2571.65,0.0
4421.json,0,1632,0,0.28,5862.51,0.0
4422.json,0,3237,0,0.73,4443.89,0.0
4423.json,0,1673,0,0.27,6118.95,0.0
4424.json,0,1588,0,0.27,5871.56,0.0
4429.json,0,1613,0,0.28,5778.65,0.0
4430.json,0,2327,0,0.31,7561.88,0.0
4431.json,0,2797,0,0.25,10974.93,0.0
4433.json,0,1907,0,0.3,6376.03,0.0
4435.json,0,2010,0,0.29,7044.6,0.0
4436.json,0,2832,0,0.31,9252.21,0.0
4438.json,0,3096,0,0.69,4508.24,0.0
4439.json,0,1070,0,0.27,3977.5,0.0
4440.json,0,1889,0,0.31,6141.53,0.0
4441.json,0,1551,0,0.29,5436.51,0.0
4443.json,0,1568,0,0.29,5488.22,0.0
4448.json,0,2122,0,0.3,7129.64,0.0
4451.json,0,3127,0,0.7,4449.47,0.0
4452.json,0,4998,0,0.37,13554.65,0.0
4455.json,0,4817,0,0.36,13220.14,0.0
4458.json,0,1083,0,0.27,3965.38,0.0
4463.json,0,2015,0,0.29,6848.43,0.0
4466.json,0,1420,0,0.3,4698.31,0.0
4467.json,0,1724,0,0.28,6170.07,0.0
4468.json,0,2103,0,0.28,7520.41,0.0
4469.json,0,2217,0,0.31,7148.28,0.0
4471.json,0,2450,0,0.31,8026.89,0.0
4475.json,0,1481,0,0.31,4828.97,0.0
4476.json,0,6451,0,0.82,7828.13,0.0
4483.json,0,3341,0,0.3,11023.07,0.0
4484.json,0,2218,0,0.32,6984.21,0.0
4488.json,0,1907,0,0.3,6381.0,0.0
4490.json,0,1940,0,0.31,6341.44,0.0
4491.json,0,1934,0,0.29,6776.12,0.0
4492.json,0,1588,0,0.32,4894.52,0.0
4493.json,0,1919,0,0.31,6238.44,0.0
4495.json,0,2528,0,0.31,8155.77,0.0
4496.json,0,1526,0,0.31,4940.91,0.0
4497.json,0,1674,0,0.29,5717.88,0.0
4499.json,0,2032,0,0.28,7307.33,0.0
4500.json,0,2045,0,0.34,5966.07,0.0
4501.json,0,2054,0,0.32,6430.08,0.0
4502.json,0,1953,0,0.3,6458.21,0.0
4508.json,0,1847,0,0.3,6072.53,0.0
4509.json,0,1916,0,0.31,6090.63,0.0
4510.json,0,1883,0,0.3,6300.0,0.0
4511.json,0,1586,0,0.28,5587.02,0.0
4512.json,0,1738,0,0.28,6196.81,0.0
4513.json,0,3045,0,0.31,9747.97,0.0
4514.json,0,2720,0,0.32,8573.73,0.0
4519.json,0,1569,0,0.28,5509.81,0.0
4520.json,0,1767,0,0.5,3535.91,0.0
4527.json,0,1275,0,0.28,4629.68,0.0
4529.json,0,1894,0,0.31,6099.83,0.0
4532.json,0,2546,0,0.32,8017.12,0.0
4533.json,1,1500,624,46.87,45.32,46.87
4534.json,1,1376,745,56.66,37.43,56.66
4536.json,1,1658,527,43.48,50.25,43.48
4537.json,1,2460,690,55.74,56.51,55.74
4539.json,1,1630,731,60.77,38.85,60.77
4540.json,1,1964,921,44.64,64.62,44.64
4541.json,1,1965,679,66.64,39.68,66.64
4542.json,1,1957,784,67.29,40.73,67.29
4543.json,1,1962,562,55.77,45.26,55.77
4545.json,1,934,461,39.9,34.96,39.9
4549.json,1,2968,804,56.72,66.51,56.72
4551.json,1,1960,709,42.82,62.33,42.82
4552.json,1,2203,808,59.94,50.23,59.94
4553.json,1,9997,1029,63.64,173.26,63.64
4554.json,1,2552,738,38.32,85.85,38.32
4555.json,1,1978,976,51.09,57.82,51.09
4558.json,1,1676,787,51.34,47.97,51.34
4561.json,1,4506,1168,85.24,66.56,85.24
4562.json,1,1851,740,50.09,51.72,50.09
4564.json,1,1566,819,50.97,46.8,50.97
4565.json,1,1915,656,50.15,51.27,50.15
4569.json,1,1042,744,40.98,43.58,40.98
4571.json,1,2447,784,40.38,80.02,40.38
4572.json,1,2454,804,61.24,53.2,61.24
4573.json,1,2351,661,52.68,57.17,52.68
4574.json,1,2753,748,35.0,100.03,35.0
4577.json,1,2211,657,65.47,43.81,65.47
4583.json,1,2620,879,72.66,48.16,72.66
4585.json,1,2854,1039,75.08,51.85,75.08
4586.json,1,2047,721,51.98,53.25,51.98
4587.json,1,1582,748,55.22,42.19,55.22
4588.json,1,1618,684,45.68,50.39,45.68
4589.json,1,2174,675,50.45,56.47,50.45
4593.json,1,1649,572,45.06,49.29,45.06
4594.json,1,1788,826,56.34,46.39,56.34
4595.json,1,1560,560,46.46,45.64,46.46
4596.json,1,2301,854,58.77,53.69,58.77
4597.json,1,1603,816,68.83,35.15,68.83
4601.json,1,1644,650,64.9,35.34,64.9
4603.json,1,2363,790,60.69,51.95,60.69
4605.json,1,1703,733,60.12,40.52,60.12
4606.json,1,1848,855,66.49,40.65,66.49
4607.json,1,3094,844,57.76,68.18,57.76
4608.json,1,2819,924,82.22,45.53,82.22
4609.json,1,2050,713,55.16,50.09,55.16
4610.json,1,5957,875,70.65,96.7,70.65
4611.json,1,2013,607,49.73,52.69,49.73
4612.json,1,2585,776,46.17,72.79,46.17
4617.json,1,2337,649,48.08,62.1,48.08
4619.json,1,2015,931,63.3,46.54,63.3
4624.json,1,2742,874,53.27,67.88,53.27
4625.json,1,2951,853,51.5,73.87,51.5
4626.json,1,2667,792,50.59,68.37,50.59
4627.json,1,2313,927,55.21,58.69,55.21
4629.json,1,1447,672,40.77,51.97,40.77
4630.json,1,2364,760,40.02,78.06,40.02
4631.json,1,2364,1002,51.57,65.27,51.57
4632.json,1,1656,827,47.0,52.83,47.0
4634.json,1,1450,674,39.73,53.46,39.73
4636.json,1,1775,520,26.94,85.18,26.94
4638.json,1,2433,928,64.65,51.99,64.65
4640.json,1,2678,830,39.33,89.2,39.33
4645.json,1,1896,658,40.69,62.76,40.69
4647.json,1,2352,774,33.6,93.04,33.6
4649.json,1,2107,747,39.51,72.23,39.51
4651.json,1,2939,905,56.05,68.59,56.05
4653.json,1,2171,681,43.37,65.75,43.37
4654.json,1,1703,704,41.37,58.18,41.37
4659.json,1,1782,649,37.33,65.12,37.33
4660.json,1,2276,912,50.55,63.07,50.55
4662.json,1,3467,868,40.93,105.92,40.93
4663.json,1,1788,790,46.61,55.31,46.61
4667.json,1,3553,784,55.8,77.72,55.8
4671.json,1,2594,707,47.85,68.98,47.85
4672.json,1,2547,678,46.6,69.21,46.6
4673.json,1,1839,987,68.49,41.26,68.49
4674.json,1,3907,756,57.2,81.52,57.2
4675.json,1,2190,761,44.14,66.86,44.14
4676.json,1,1794,777,43.53,59.06,43.53
4677.json,1,2688,802,42.9,81.36,42.9
4678.json,1,1879,823,45.47,59.43,45.47
4680.json,0,1717,0,0.28,6124.21,0.0
4682.json,1,1776,598,36.42,65.19,36.42
4685.json,1,2037,774,47.47,59.22,47.47
4687.json,0,1612,0,0.26,6130.09,0.0
4690.json,0,10430,0,0.84,12479.74,0.0
4691.json,1,970,687,52.04,31.84,52.04
4693.json,1,4174,800,64.73,76.85,64.73
4694.json,0,2503,0,0.3,8422.07,0.0
4697.json,0,2346,0,0.29,8031.35,0.0
4700.json,0,1462,0,0.26,5590.79,0.0
4703.json,0,2322,0,0.3,7639.9,0.0
4704.json,0,2057,0,0.28,7381.63,0.0
4705.json,0,1281,0,0.27,4660.54,0.0
4709.json,0,1845,0,0.27,6767.7,0.0
4710.json,0,1879,0,0.7,2702.53,0.0
4712.json,1,4466,913,37.84,142.16,37.84
4713.json,0,1506,0,0.29,5273.31,0.0
4715.json,0,1553,0,0.33,4768.9,0.0
4718.json,0,5784,0,0.36,16028.21,0.0
4719.json,1,1683,832,46.72,53.83,46.72
4721.json,0,1798,0,1.04,1735.95,0.0
4724.json,0,1036,0,0.27,3848.75,0.0
4726.json,0,3171,0,0.33,9612.34,0.0
4727.json,0,2603,0,0.3,8581.31,0.0
4731.json,0,1352,0,0.26,5174.4,0.0
4736.json,0,2064,0,0.49,4231.58,0.0
4737.json,0,2076,0,0.29,7233.63,0.0
4738.json,0,2084,0,0.28,7429.1,0.0
4740.json,0,2865,0,0.3,9654.78,0.0
4741.json,0,2780,0,0.29,9541.42,0.0
4746.json,0,3131,0,0.34,9263.06,0.0
4748.json,0,3175,0,0.33,9752.96,0.0
4750.json,0,15542,0,0.59,26185.21,0.0
4751.json,0,846,0,0.27,3180.48,0.0
4752.json,0,1715,0,0.29,5993.15,0.0
4757.json,0,13106,0,0.35,37885.61,0.0
4759.json,0,1659,0,0.31,5425.53,0.0
4763.json,0,2689,0,0.72,3718.58,0.0
4764.json,0,2731,0,0.33,8339.31,0.0
4765.json,0,2874,0,0.3,9555.42,0.0
4766.json,0,2191,0,0.36,6156.99,0.0
4768.json,0,1895,0,0.28,6812.14,0.0
4769.json,0,1913,0,0.27,6977.76,0.0
4772.json,0,2345,0,0.32,7285.48,0.0
4775.json,0,2160,0,0.28,7585.91,0.0
4776.json,0,994,0,0.26,3884.92,0.0
4777.json,0,4643,0,0.34,13838.4,0.0
4778.json,0,2243,0,0.28,7893.6,0.0
4780.json,1,1789,649,30.74,79.32,30.74
4785.json,0,1079,0,0.27,4024.49,0.0
4787.json,0,2304,0,0.31,7551.07,0.0
4789.json,0,1040,0,0.27,3844.11,0.0
4790.json,0,2998,0,0.32,9474.89,0.0
4791.json,0,2924,0,0.33,8992.92,0.0
4792.json,0,2884,0,0.29,9841.65,0.0
4793.json,0,3181,0,0.33,9698.16,0.0
4794.json,0,2924,0,0.31,9455.25,0.0
4796.json,0,1864,0,0.32,5870.37,0.0
4799.json,0,2779,0,0.31,9101.67,0.0
4800.json,0,2992,0,0.32,9405.59,0.0
4801.json,0,1901,0,0.28,6784.1,0.0
4802.json,0,1771,0,0.48,3660.98,0.0
4803.json,0,1676,0,0.29,5844.13,0.0
4804.json,0,2361,0,0.28,8509.96,0.0
4805.json,0,1669,0,0.89,1878.22,0.0
4806.json,0,1551,0,0.29,5417.63,0.0
4808.json,0,1828,0,0.29,6266.4,0.0
4809.json,0,4529,0,0.34,13365.6,0.0
4812.json,0,1899,0,0.3,6407.58,0.0
4813.json,0,2191,0,0.28,7700.59,0.0
4814.json,0,1679,0,0.28,6056.61,0.0
4821.json,0,4343,0,0.34,12897.76,0.0
4822.json,0,4334,0,0.33,13031.8,0.0
4823.json,0,4228,0,0.39,10936.23,0.0
4824.json,0,4346,0,0.34,12932.12,0.0
4834.json,0,1736,0,0.28,6181.27,0.0
4835.json,0,1758,0,0.28,6248.65,0.0
4836.json,0,1417,0,0.26,5412.59,0.0
4837.json,0,1515,0,0.3,5035.39,0.0
4839.json,0,1588,0,0.28,5576.8,0.0
4840.json,0,1968,0,0.28,7054.72,0.0
4841.json,1,1505,640,38.43,55.82,38.43
4844.json,0,2947,0,1.29,2286.61,0.0
4847.json,0,2021,0,0.28,7138.68,0.0
4848.json,0,1853,0,0.28,6561.26,0.0
4849.json,0,1876,0,0.24,7799.46,0.0
4851.json,0,1802,0,0.27,6657.56,0.0
4853.json,0,1413,0,0.27,5244.8,0.0
4856.json,0,1801,0,0.29,6278.67,0.0
4857.json,0,1820,0,0.28,6400.78,0.0
4861.json,0,2511,0,0.33,7693.81,0.0
4862.json,0,1647,0,0.29,5736.92,0.0
4863.json,0,1967,0,0.28,7014.78,0.0
4864.json,0,1418,0,0.28,4977.05,0.0
4865.json,0,1383,0,0.27,5072.04,0.0
4866.json,0,1355,0,0.48,2844.6,0.0
4867.json,0,1379,0,0.45,3094.42,0.0
4868.json,0,1348,0,0.27,4911.18,0.0
4869.json,1,1502,762,54.73,41.37,54.73
4870.json,0,1507,0,0.28,5329.42,0.0
4872.json,0,1511,0,0.29,5293.14,0.0
4873.json,0,1509,0,0.29,5210.9,0.0
4874.json,0,1539,0,0.3,5101.66,0.0
4875.json,0,2131,0,0.3,7053.69,0.0
4876.json,0,2384,0,0.3,8034.18,0.0
4881.json,0,1381,0,0.24,5710.54,0.0
4883.json,0,1487,0,0.31,4748.18,0.0
4887.json,0,2343,0,0.3,7721.74,0.0
4889.json,0,1452,0,0.29,5084.74,0.0
4890.json,0,4721,0,0.43,11039.54,0.0
4892.json,0,2445,0,0.7,3509.72,0.0
4894.json,0,1568,0,0.3,5237.19,0.0
4899.json,0,1985,0,0.29,6883.56,0.0
4900.json,0,2286,0,0.31,7461.64,0.0
4901.json,0,2308,0,0.31,7471.94,0.0
4902.json,0,2088,0,0.29,7308.61,0.0
4904.json,0,2272,0,0.32,7134.03,0.0
4909.json,0,3016,0,0.31,9803.35,0.0
4912.json,0,2770,0,0.48,5805.02,0.0
4915.json,0,7447,0,0.5,14902.27,0.0
4916.json,0,3001,0,0.52,5745.02,0.0
4919.json,0,915,0,0.27,3423.13,0.0
4921.json,0,2521,0,0.3,8358.07,0.0
4924.json,0,2243,0,0.25,8932.65,0.0
4925.json,0,2056,0,0.29,7071.79,0.0
4927.json,0,1794,0,0.28,6431.98,0.0
4928.json,0,1923,0,0.28,6809.5,0.0
4929.json,0,2066,0,0.29,7141.98,0.0
4930.json,0,1875,0,0.31,6014.03,0.0
4931.json,0,992,0,0.29,3426.61,0.0
4932.json,0,1959,0,0.23,8495.03,0.0
4934.json,0,1947,0,0.28,6892.6,0.0
4939.json,0,2033,0,0.27,7550.98,0.0
4941.json,0,2825,0,0.31,9132.38,0.0
4945.json,0,2154,0,0.28,7689.36,0.0
4946.json,0,2122,0,0.29,7288.51,0.0
4947.json,0,2166,0,0.66,3277.27,0.0
4949.json,0,2253,0,0.25,9124.96,0.0
4951.json,0,1560,0,0.27,5822.93,0.0
4952.json,0,1501,0,0.28,5292.33,0.0
4953.json,0,5267,0,0.36,14728.82,0.0
4954.json,0,2098,0,0.84,2492.34,0.0
4955.json,0,4128,0,0.33,12470.6,0.0
4956.json,0,4139,0,0.37,11197.42,0.0
4957.json,0,4078,0,0.37,11169.28,0.0
4959.json,0,2031,0,0.24,8340.27,0.0
4961.json,0,2070,0,0.28,7285.76,0.0
4962.json,0,2322,0,0.27,8607.72,0.0
4963.json,0,1996,0,0.3,6622.8,0.0
4965.json,0,1400,0,0.27,5196.94,0.0
4967.json,0,1741,0,0.47,3666.31,0.0
4969.json,0,2277,0,0.29,7754.33,0.0
4971.json,0,1993,0,0.48,4123.4,0.0
4972.json,0,1917,0,0.3,6464.35,0.0
4973.json,0,1748,0,0.27,6550.48,0.0
4974.json,0,1658,0,0.28,5925.74,0.0
4975.json,0,1661,0,0.28,5937.65,0.0
4976.json,0,1629,0,0.28,5869.24,0.0
4978.json,0,1418,0,0.24,5896.66,0.0
4983.json,0,1633,0,0.4,4078.73,0.0
4984.json,0,2367,0,0.29,8233.43,0.0
4985.json,0,2401,0,0.32,7463.94,0.0
4986.json,0,4344,0,0.33,13277.89,0.0
4988.json,0,1584,0,0.68,2333.62,0.0
4989.json,0,1607,0,0.27,6062.42,0.0
4990.json,0,1821,0,0.7,2588.22,0.0
4991.json,0,1340,0,0.23,5751.13,0.0
4995.json,0,2605,0,0.7,3726.97,0.0
4996.json,0,2034,0,0.29,7045.2,0.0
4997.json,0,1675,0,0.3,5640.03,0.0
4999.json,0,1574,0,0.25,6341.38,0.0
5003.json,0,2447,0,0.33,7355.05,0.0
5004.json,0,2421,0,0.29,8366.86,0.0
5005.json,0,1793,0,0.28,6491.0,0.0
5006.json,0,2294,0,0.3,7673.7,0.0
5007.json,0,2545,0,0.31,8277.11,0.0
5010.json,0,3195,0,0.31,10245.68,0.0
5011.json,0,1582,0,0.28,5633.4,0.0
5016.json,0,1019,0,0.26,3890.45,0.0
5019.json,0,2152,0,0.28,7744.55,0.0
5021.json,0,2000,0,0.29,6900.43,0.0
5024.json,0,1426,0,0.27,5209.83,0.0
5025.json,0,1555,0,0.38,4087.62,0.0
5028.json,0,1435,0,0.27,5221.01,0.0
5029.json,0,2218,0,0.29,7761.35,0.0
5030.json,0,2687,0,0.28,9475.84,0.0
5034.json,0,1717,0,0.27,6318.11,0.0
5036.json,0,1626,0,0.42,3901.86,0.0
5037.json,0,1614,0,0.27,6012.28,0.0
5038.json,0,1558,0,0.28,5540.94,0.0
5041.json,0,3074,0,0.25,12415.64,0.0
5042.json,0,1555,0,0.29,5289.25,0.0
5044.json,0,2091,0,0.29,7290.0,0.0
5045.json,0,1548,0,0.25,6148.92,0.0
5047.json,0,1758,0,0.29,6116.03,0.0
5049.json,0,1848,0,0.3,6249.46,0.0
5050.json,0,1951,0,0.22,8836.25,0.0
5053.json,0,2475,0,0.29,8646.61,0.0
5054.json,0,2494,0,0.31,7970.21,0.0
5055.json,0,1926,0,0.29,6699.42,0.0
5056.json,0,1842,0,0.29,6454.1,0.0
5057.json,0,2538,0,0.3,8536.51,0.0
5058.json,0,2374,0,0.25,9454.51,0.0
5059.json,0,2379,0,0.26,9232.15,0.0
5061.json,0,1470,0,0.27,5477.88,0.0
5064.json,0,2505,0,0.3,8375.45,0.0
5065.json,0,2883,0,0.51,5652.09,0.0
